premise,hypothesis,label
Service Type: Express,This example is about DateAndTimes,contradiction
Scheduled DateAndTimes: 2024-12-26 10:21:44,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-06-09 22:10:28,This example is about DateAndTimes,entailment
Service Type: Economy,This example is about DateAndTimes,contradiction
Number of Packages: 2,This example is about HousebillNumber,contradiction
Package Volume: 0.907 m³,This example is about DateAndTimes,contradiction
Shipment Status: In transit at 2023-04-20 13:50:56,This example is about DateAndTimes,contradiction
Package Weight: 89.75 KG,This example is about ProductType,contradiction
Service Type: Economy,This example is about DateAndTimes,contradiction
Service Type: 2nd Day Air,This example is about TotalWeight,contradiction
"Origin: Berlin, AE",This example is about TotalPackages,contradiction
Service Type: Express,This example is about ProductType,entailment
Number of Packages: 1,This example is about TotalPackages,entailment
Service Type: Standard,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-07-05 11:19:26,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2023-09-26 23:13:46,This example is about TotalWeight,contradiction
Package Volume: 0.719 m³,This example is about TotalVolume,entailment
"Origin: Beijing, CA",This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-11-14 20:59:18,This example is about HousebillNumber,contradiction
Shipment Status: Exception at 2023-05-25 10:16:23,This example is about Timestamp,entailment
Shipment ID: DHL940402563560,This example is about HousebillNumber,entailment
Package Weight: 43.86 KG,This example is about TotalWeight,entailment
Package Weight: 87.61 KG,This example is about Destination,contradiction
Number of Packages: 10,This example is about Timestamp,contradiction
Number of Packages: 1,This example is about DateAndTimes,contradiction
Number of Packages: 6,This example is about TotalVolume,contradiction
Package Volume: 0.837 m³,This example is about Destination,contradiction
Package Weight: 98.19 KG,This example is about TotalWeight,entailment
Package Volume: 0.581 m³,This example is about HousebillNumber,contradiction
Shipment Status: Arrived at facility at 2024-06-09 00:20:14,This example is about DateAndTimes,contradiction
"Destination: Mumbai, IN",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-07-24 10:51:51,This example is about DateAndTimes,entailment
"Destination: Paris, JP",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-07-10 15:52:49,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-06-17 02:02:25,This example is about TotalPackages,contradiction
Service Type: Standard,This example is about HousebillNumber,contradiction
"Destination: Berlin, CN",This example is about Origin,contradiction
Scheduled DateAndTimes: 2024-02-22 22:47:38,This example is about DateAndTimes,entailment
Shipment ID: 1Z248832482113,This example is about HousebillNumber,entailment
Shipment Status: In transit at 2023-09-26 23:13:36,This example is about TotalVolume,contradiction
"Origin: Beijing, AE",This example is about Origin,entailment
Number of Packages: 5,This example is about TotalPackages,entailment
Package Weight: 11.37 KG,This example is about TotalWeight,entailment
Package Weight: 40.1 KG,This example is about DateAndTimes,contradiction
Shipment Status: Exception at 2023-05-05 02:12:07,This example is about Timestamp,entailment
"Origin: Tokyo, IN",This example is about Destination,contradiction
"Origin: Dubai, AU",This example is about Origin,entailment
Service Type: Standard,This example is about ProductType,entailment
Package Volume: 0.266 m³,This example is about TotalVolume,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-10-22 02:30:36,This example is about HousebillNumber,contradiction
Number of Packages: 6,This example is about TotalPackages,entailment
Package Volume: 0.809 m³,This example is about TotalVolume,entailment
Shipment Status: Picked up at 2023-11-17 20:49:00,This example is about Timestamp,entailment
Shipment ID: DHL677514956448,This example is about HousebillNumber,entailment
"Origin: London, AU",This example is about ProductType,contradiction
"Origin: Tokyo, AE",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-04-01 20:07:00,This example is about DateAndTimes,entailment
Package Volume: 0.442 m³,This example is about TotalPackages,contradiction
Package Volume: 0.679 m³,This example is about TotalWeight,contradiction
Number of Packages: 8,This example is about Origin,contradiction
Package Weight: 54.37 KG,This example is about TotalWeight,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
Package Volume: 0.236 m³,This example is about TotalVolume,entailment
Service Type: Ground,This example is about ProductType,entailment
Service Type: Standard,This example is about ProductType,entailment
Scheduled DateAndTimes: 2024-11-15 01:54:52,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-10-05 15:08:42,This example is about DateAndTimes,entailment
Service Type: Standard,This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2024-03-14 03:15:26,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-09-04 20:25:59,This example is about HousebillNumber,contradiction
"Destination: Tokyo, FR",This example is about Origin,contradiction
"Destination: Dubai, US",This example is about TotalPackages,contradiction
Package Volume: 0.449 m³,This example is about HousebillNumber,contradiction
Shipment ID: UPS664712509763,This example is about HousebillNumber,entailment
Package Volume: 0.802 m³,This example is about DateAndTimes,contradiction
Package Volume: 0.365 m³,This example is about TotalVolume,entailment
Package Volume: 0.444 m³,This example is about Timestamp,contradiction
Number of Packages: 3,This example is about TotalPackages,entailment
"Origin: Beijing, US",This example is about Origin,entailment
Shipment ID: 1Z161206451530,This example is about HousebillNumber,entailment
Service Type: Economy,This example is about Timestamp,contradiction
Number of Packages: 5,This example is about ProductType,contradiction
"Destination: Tokyo, AE",This example is about DateAndTimes,contradiction
"Destination: Berlin, CN",This example is about ProductType,contradiction
Package Volume: 0.909 m³,This example is about Timestamp,contradiction
"Origin: Sydney, FR",This example is about Destination,contradiction
Scheduled DateAndTimes: 2024-05-01 01:20:04,This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2024-05-07 15:17:45,This example is about DateAndTimes,entailment
"Origin: London, CA",This example is about ProductType,contradiction
Scheduled DateAndTimes: 2023-04-03 22:37:20,This example is about TotalVolume,contradiction
"Destination: London, US",This example is about Destination,entailment
Shipment Status: Customs clearance at 2024-08-07 06:46:22,This example is about Timestamp,entailment
Shipment Status: In transit at 2024-02-29 20:03:35,This example is about TotalVolume,contradiction
"Destination: London, CA",This example is about DateAndTimes,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2024-02-13 04:26:23,This example is about Origin,contradiction
Service Type: Standard,This example is about Origin,contradiction
Package Volume: 0.949 m³,This example is about TotalVolume,entailment
Package Volume: 0.272 m³,This example is about TotalVolume,entailment
"Origin: Berlin, GB",This example is about Origin,entailment
Package Volume: 0.251 m³,This example is about TotalVolume,entailment
Number of Packages: 8,This example is about TotalPackages,entailment
Shipment Status: In transit at 2024-08-16 12:12:22,This example is about Timestamp,entailment
Number of Packages: 7,This example is about TotalPackages,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
Shipment ID: UPS754277237093,This example is about HousebillNumber,entailment
"Destination: Paris, GB",This example is about Destination,entailment
Service Type: Express,This example is about ProductType,entailment
Shipment Status: Arrived at facility at 2024-12-24 19:55:21,This example is about ProductType,contradiction
Package Volume: 0.115 m³,This example is about Timestamp,contradiction
"Origin: Toronto, GB",This example is about Timestamp,contradiction
Service Type: 2nd Day Air,This example is about TotalPackages,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
Scheduled DateAndTimes: 2023-12-29 01:26:43,This example is about DateAndTimes,entailment
"Destination: London, JP",This example is about DateAndTimes,contradiction
"Origin: Paris, CN",This example is about Origin,entailment
Package Volume: 0.998 m³,This example is about TotalVolume,entailment
Package Weight: 98.99 KG,This example is about TotalWeight,entailment
"Destination: Mumbai, AU",This example is about Destination,entailment
"Destination: Sydney, GB",This example is about Destination,entailment
"Destination: Mumbai, GB",This example is about Destination,entailment
Package Volume: 0.105 m³,This example is about TotalWeight,contradiction
Shipment ID: FDX127483514240,This example is about HousebillNumber,entailment
"Origin: Beijing, AE",This example is about Origin,entailment
Package Weight: 55.97 KG,This example is about TotalWeight,entailment
Package Weight: 59.23 KG,This example is about HousebillNumber,contradiction
